,id,krankheit
12778,N16.8*,Tubulointerstitielle Nierenkrankheiten bei sonstigen anderenorts klassifizierten Krankheiten
12779,N17.-,Akutes Nierenversagen
12780,N17.-,Akutes Nierenversagen
12781,N17.0-,Akutes Nierenversagen mit Tubulusnekrose
12782,N17.0-,Akutes Nierenversagen mit Tubulusnekrose
12783,N17.1-,Akutes Nierenversagen mit akuter Rindennekrose
12784,N17.1-,Akutes Nierenversagen mit akuter Rindennekrose
12785,N17.2-,Akutes Nierenversagen mit Marknekrose
12786,N17.2-,Akutes Nierenversagen mit Marknekrose
12787,N17.8-,Sonstiges akutes Nierenversagen
12788,N17.8-,Sonstiges akutes Nierenversagen
12789,N17.9-,"Akutes Nierenversagen, nicht näher bezeichnet"
12790,N17.9-,"Akutes Nierenversagen, nicht näher bezeichnet"
12791,N18.-,Chronische Nierenkrankheit
12792,N18.-,Chronische Nierenkrankheit
12793,N18.1,"Chronische Nierenkrankheit, Stadium 1"
12794,N18.1,"Chronische Nierenkrankheit, Stadium 1"
12795,N18.2,"Chronische Nierenkrankheit, Stadium 2"
12796,N18.2,"Chronische Nierenkrankheit, Stadium 2"
12797,N18.3,"Chronische Nierenkrankheit, Stadium 3"
12798,N18.3,"Chronische Nierenkrankheit, Stadium 3"
12799,N18.4,"Chronische Nierenkrankheit, Stadium 4"
12800,N18.4,"Chronische Nierenkrankheit, Stadium 4"
12801,N18.5,"Chronische Nierenkrankheit, Stadium 5"
12802,N18.5,"Chronische Nierenkrankheit, Stadium 5"
12803,N18.8-,Sonstige chronische Nierenkrankheit
12804,N18.8-,Sonstige chronische Nierenkrankheit
12805,N18.80,Einseitige chronische Nierenfunktionsstä¶rung
12806,N18.89,"Sonstige chronische Nierenkrankheit, Stadium nicht näher bezeichnet"
12807,N18.9,"Chronische Nierenkrankheit, nicht näher bezeichnet"
12808,N18.9,"Chronische Nierenkrankheit, nicht näher bezeichnet"
12809,N19,Nicht näher bezeichnete Niereninsuffizienz
12810,N19,Nicht näher bezeichnete Niereninsuffizienz
12811,N20.-,Nieren- und Ureterstein
12812,N20.-,Nieren- und Ureterstein
12813,N20.0,Nierenstein
12814,N20.0,Nierenstein
12815,N20.1,Ureterstein
12816,N20.1,Ureterstein
12817,N20.2,Nierenstein und Ureterstein gleichzeitig
12818,N20.2,Nierenstein und Ureterstein gleichzeitig
12819,N20.9,"Harnstein, nicht näher bezeichnet"
12820,N20.9,"Harnstein, nicht näher bezeichnet"
12821,N21.-,Stein in den unteren Harnwegen
12822,N21.-,Stein in den unteren Harnwegen
12823,N21.0,Stein in der Harnblase
12824,N21.0,Stein in der Harnblase
12825,N21.1,Urethrastein
12826,N21.1,Urethrastein
12827,N21.8,Stein in sonstigen unteren Harnwegen
12828,N21.8,Stein in sonstigen unteren Harnwegen
12829,N21.9,"Stein in den unteren Harnwegen, nicht näher bezeichnet"
12830,N21.9,"Stein in den unteren Harnwegen, nicht näher bezeichnet"
12831,N22.-*,Harnstein bei anderenorts klassifizierten Krankheiten
12832,N22.-*,Harnstein bei anderenorts klassifizierten Krankheiten
12833,N22.0*,Harnstein bei Schistosomiasis [Bilharziose]  (B65.0†)
12834,N22.0*,Harnstein bei Schistosomiasis [Bilharziose]  (B65.0†)
12835,N22.8*,Harnstein bei sonstigen anderenorts klassifizierten Krankheiten
12836,N22.8*,Harnstein bei sonstigen anderenorts klassifizierten Krankheiten
12837,N23,Nicht näher bezeichnete Nierenkolik
12838,N23,Nicht näher bezeichnete Nierenkolik
12839,N25.-,Krankheiten infolge Schädigung der tubulären Nierenfunktion
12840,N25.-,Krankheiten infolge Schädigung der tubulären Nierenfunktion
12841,N25.0,Renale Osteodystrophie
12842,N25.0,Renale Osteodystrophie
12843,N25.1,Renaler Diabetes insipidus
12844,N25.1,Renaler Diabetes insipidus
12845,N25.8,Sonstige Krankheiten infolge Schädigung der tubulären Nierenfunktion
12846,N25.8,Sonstige Krankheiten infolge Schädigung der tubulären Nierenfunktion
12847,N25.9,"Krankheit infolge Schädigung der tubulären Nierenfunktion, nicht näher bezeichnet"
12848,N25.9,"Krankheit infolge Schädigung der tubulären Nierenfunktion, nicht näher bezeichnet"
12849,N26,"Schrumpfniere, nicht näher bezeichnet"
12850,N26,"Schrumpfniere, nicht näher bezeichnet"
12851,N27.-,Kleine Niere unbekannter Ursache
12852,N27.-,Kleine Niere unbekannter Ursache
12853,N27.0,"Kleine Niere unbekannter Ursache, einseitig"
12854,N27.0,"Kleine Niere unbekannter Ursache, einseitig"
12855,N27.1,"Kleine Niere unbekannter Ursache, beidseitig"
12856,N27.1,"Kleine Niere unbekannter Ursache, beidseitig"
12857,N27.9,"Kleine Niere unbekannter Ursache, nicht näher bezeichnet"
12858,N27.9,"Kleine Niere unbekannter Ursache, nicht näher bezeichnet"
12859,N28.-,"Sonstige Krankheiten der Niere und des Ureters, anderenorts nicht klassifiziert"
12860,N28.-,"Sonstige Krankheiten der Niere und des Ureters, anderenorts nicht klassifiziert"
12861,N28.0,Ischämie und Infarkt der Niere
12862,N28.0,Ischämie und Infarkt der Niere
12863,N28.1,Zyste der Niere
12864,N28.1,Zyste der Niere
12865,N28.8-,Sonstige näher bezeichnete Krankheiten der Niere und des Ureters
12866,N28.8-,Sonstige näher bezeichnete Krankheiten der Niere und des Ureters
12867,N28.80,"Ruptur eines Nierenkelches, nichttraumatisch [Fornixruptur]"
12868,N28.88,Sonstige näher bezeichnete Krankheiten der Niere und des Ureters
12869,N28.9,"Krankheit der Niere und des Ureters, nicht näher bezeichnet"
12870,N28.9,"Krankheit der Niere und des Ureters, nicht näher bezeichnet"
12871,N29.-*,Sonstige Krankheiten der Niere und des Ureters bei anderenorts klassifizierten Krankheiten
12872,N29.-*,Sonstige Krankheiten der Niere und des Ureters bei anderenorts klassifizierten Krankheiten
12873,N29.0*,Spätsyphilis der Niere  (A52.7†)
12874,N29.0*,Spätsyphilis der Niere  (A52.7†)
12875,N29.1*,Sonstige Krankheiten der Niere und des Ureters bei anderenorts klassifizierten infektiä¶sen und parasitären Krankheiten
12876,N29.1*,Sonstige Krankheiten der Niere und des Ureters bei anderenorts klassifizierten infektiä¶sen und parasitären Krankheiten
12877,N29.8*,Sonstige Krankheiten der Niere und des Ureters bei sonstigen anderenorts klassifizierten Krankheiten
12878,N29.8*,Sonstige Krankheiten der Niere und des Ureters bei sonstigen anderenorts klassifizierten Krankheiten
12879,N30.-,Zystitis
12880,N30.-,Zystitis
12881,N30.0,Akute Zystitis
12882,N30.0,Akute Zystitis
12883,N30.1,Interstitielle Zystitis (chronisch)
12884,N30.1,Interstitielle Zystitis (chronisch)
12885,N30.2,Sonstige chronische Zystitis
12886,N30.2,Sonstige chronische Zystitis
12887,N30.3,Trigonumzystitis
12888,N30.3,Trigonumzystitis
12889,N30.4,Strahlenzystitis
12890,N30.4,Strahlenzystitis
12891,N30.8,Sonstige Zystitis
12892,N30.8,Sonstige Zystitis
12893,N30.9,"Zystitis, nicht näher bezeichnet"
12894,N30.9,"Zystitis, nicht näher bezeichnet"
12895,N31.-,"Neuromuskuläre Dysfunktion der Harnblase, anderenorts nicht klassifiziert"
12896,N31.-,"Neuromuskuläre Dysfunktion der Harnblase, anderenorts nicht klassifiziert"
12897,N31.0,"Ungehemmte neurogene Blasenentleerung, anderenorts nicht klassifiziert"
12898,N31.0,"Ungehemmte neurogene Blasenentleerung, anderenorts nicht klassifiziert"
12899,N31.1,"Neurogene Reflexblase, anderenorts nicht klassifiziert"
12900,N31.1,"Neurogene Reflexblase, anderenorts nicht klassifiziert"
12901,N31.2,"Schlaffe neurogene Harnblase, anderenorts nicht klassifiziert"
12902,N31.2,"Schlaffe neurogene Harnblase, anderenorts nicht klassifiziert"
12903,N31.8-,Sonstige neuromuskuläre Dysfunktion der Harnblase
12904,N31.8-,Sonstige neuromuskuläre Dysfunktion der Harnblase
12905,N31.80,"Neuromuskuläre Low-compliance-Blase, organisch fixiert"
12906,N31.81,Hypo- und Akontraktilität des Blasenmuskels ohne neurologisches Substrat
12907,N31.82,Instabile Blase ohne neurologisches Substrat
12908,N31.88,Sonstige neuromuskuläre Dysfunktion der Harnblase
12909,N31.9,"Neuromuskuläre Dysfunktion der Harnblase, nicht näher bezeichnet"
12910,N31.9,"Neuromuskuläre Dysfunktion der Harnblase, nicht näher bezeichnet"
12911,N32.-,Sonstige Krankheiten der Harnblase
12912,N32.-,Sonstige Krankheiten der Harnblase
12913,N32.0,Blasenhalsobstruktion
12914,N32.0,Blasenhalsobstruktion
12915,N32.1,Vesikointestinalfistel
12916,N32.1,Vesikointestinalfistel
12917,N32.2,"Harnblasenfistel, anderenorts nicht klassifiziert"
12918,N32.2,"Harnblasenfistel, anderenorts nicht klassifiziert"
12919,N32.3,Harnblasendivertikel
12920,N32.3,Harnblasendivertikel
12921,N32.4,"Harnblasenruptur, nichttraumatisch"
12922,N32.4,"Harnblasenruptur, nichttraumatisch"
12923,N32.8,Sonstige näher bezeichnete Krankheiten der Harnblase
12924,N32.8,Sonstige näher bezeichnete Krankheiten der Harnblase
12925,N32.9,"Krankheit der Harnblase, nicht näher bezeichnet"
12926,N32.9,"Krankheit der Harnblase, nicht näher bezeichnet"
12927,N33.-*,Krankheiten der Harnblase bei anderenorts klassifizierten Krankheiten
12928,N33.-*,Krankheiten der Harnblase bei anderenorts klassifizierten Krankheiten
12929,N33.0*,Tuberkulä¶se Zystitis  (A18.1†)
12930,N33.0*,Tuberkulä¶se Zystitis  (A18.1†)
12931,N33.8*,Krankheiten der Harnblase bei sonstigen anderenorts klassifizierten Krankheiten
12932,N33.8*,Krankheiten der Harnblase bei sonstigen anderenorts klassifizierten Krankheiten
12933,N34.-,Urethritis und urethrales Syndrom
12934,N34.-,Urethritis und urethrales Syndrom
12935,N34.0,Harnrä¶hrenabszess
12936,N34.0,Harnrä¶hrenabszess
12937,N34.1,Unspezifische Urethritis
12938,N34.1,Unspezifische Urethritis
12939,N34.2,Sonstige Urethritis
12940,N34.2,Sonstige Urethritis
12941,N34.3,"Urethrales Syndrom, nicht näher bezeichnet"
12942,N34.3,"Urethrales Syndrom, nicht näher bezeichnet"
12943,N35.-,Harnrä¶hrenstriktur
12944,N35.-,Harnrä¶hrenstriktur
12945,N35.0,Posttraumatische Harnrä¶hrenstriktur
12946,N35.0,Posttraumatische Harnrä¶hrenstriktur
12947,N35.1,"Postinfektiä¶se Harnrä¶hrenstriktur, anderenorts nicht klassifiziert"
12948,N35.1,"Postinfektiä¶se Harnrä¶hrenstriktur, anderenorts nicht klassifiziert"
12949,N35.8,Sonstige Harnrä¶hrenstriktur
12950,N35.8,Sonstige Harnrä¶hrenstriktur
12951,N35.9,"Harnrä¶hrenstriktur, nicht näher bezeichnet"
12952,N35.9,"Harnrä¶hrenstriktur, nicht näher bezeichnet"
12953,N36.-,Sonstige Krankheiten der Harnrä¶hre
12954,N36.-,Sonstige Krankheiten der Harnrä¶hre
12955,N36.0,Harnrä¶hrenfistel
12956,N36.0,Harnrä¶hrenfistel
12957,N36.1,Harnrä¶hrendivertikel
12958,N36.1,Harnrä¶hrendivertikel
12959,N36.2,Harnrä¶hrenkarunkel
12960,N36.2,Harnrä¶hrenkarunkel
12961,N36.3,Prolaps der Harnrä¶hrenschleimhaut
12962,N36.3,Prolaps der Harnrä¶hrenschleimhaut
12963,N36.8,Sonstige näher bezeichnete Krankheiten der Harnrä¶hre
12964,N36.8,Sonstige näher bezeichnete Krankheiten der Harnrä¶hre
12965,N36.9,"Krankheit der Harnrä¶hre, nicht näher bezeichnet"
12966,N36.9,"Krankheit der Harnrä¶hre, nicht näher bezeichnet"
12967,N37.-*,Krankheiten der Harnrä¶hre bei anderenorts klassifizierten Krankheiten
12968,N37.-*,Krankheiten der Harnrä¶hre bei anderenorts klassifizierten Krankheiten
12969,N37.0*,Urethritis bei anderenorts klassifizierten Krankheiten
12970,N37.0*,Urethritis bei anderenorts klassifizierten Krankheiten
12971,N37.8*,Sonstige Krankheiten der Harnrä¶hre bei anderenorts klassifizierten Krankheiten
12972,N37.8*,Sonstige Krankheiten der Harnrä¶hre bei anderenorts klassifizierten Krankheiten
12973,N39.-,Sonstige Krankheiten des Harnsystems
12974,N39.-,Sonstige Krankheiten des Harnsystems
12975,N39.0,"Harnwegsinfektion, Lokalisation nicht näher bezeichnet"
12976,N39.0,"Harnwegsinfektion, Lokalisation nicht näher bezeichnet"
12977,N39.1,"Persistierende Proteinurie, nicht näher bezeichnet"
12978,N39.1,"Persistierende Proteinurie, nicht näher bezeichnet"
12979,N39.2,"Orthostatische Proteinurie, nicht näher bezeichnet"
12980,N39.2,"Orthostatische Proteinurie, nicht näher bezeichnet"
12981,N39.3,Belastungsinkontinenz [Stressinkontinenz]
12982,N39.3,Belastungsinkontinenz [Stressinkontinenz]
12983,N39.4-,Sonstige näher bezeichnete Harninkontinenz
12984,N39.4-,Sonstige näher bezeichnete Harninkontinenz
12985,N39.40,Reflexinkontinenz
12986,N39.41,äberlaufinkontinenz
12987,N39.42,Dranginkontinenz
12988,N39.43,Extraurethrale Harninkontinenz
12989,N39.47!,Rezidivinkontinenz
12990,N39.48,Sonstige näher bezeichnete Harninkontinenz
12991,N39.8-,Sonstige näher bezeichnete Krankheiten des Harnsystems
12992,N39.8-,Sonstige näher bezeichnete Krankheiten des Harnsystems
12993,N39.81,Flankenschmerz-Hämaturie-Syndrom
12994,N39.88,Sonstige näher bezeichnete Krankheiten des Harnsystems
12995,N39.9,"Krankheit des Harnsystems, nicht näher bezeichnet"
12996,N39.9,"Krankheit des Harnsystems, nicht näher bezeichnet"
12997,N40,Prostatahyperplasie
12998,N40,Prostatahyperplasie
12999,N41.-,Entzä¼ndliche Krankheiten der Prostata
13000,N41.-,Entzä¼ndliche Krankheiten der Prostata
13001,N41.0,Akute Prostatitis
13002,N41.0,Akute Prostatitis
13003,N41.1,Chronische Prostatitis
13004,N41.1,Chronische Prostatitis
13005,N41.2,Prostataabszess
13006,N41.2,Prostataabszess
13007,N41.3,Prostatazystitis
13008,N41.3,Prostatazystitis
13009,N41.8,Sonstige entzä¼ndliche Krankheiten der Prostata
13010,N41.8,Sonstige entzä¼ndliche Krankheiten der Prostata
13011,N41.9,"Entzä¼ndliche Krankheit der Prostata, nicht näher bezeichnet"
13012,N41.9,"Entzä¼ndliche Krankheit der Prostata, nicht näher bezeichnet"
13013,N42.-,Sonstige Krankheiten der Prostata
13014,N42.-,Sonstige Krankheiten der Prostata
13015,N42.0,Prostatastein
13016,N42.0,Prostatastein
13017,N42.1,Kongestion und Blutung der Prostata
13018,N42.1,Kongestion und Blutung der Prostata
13019,N42.2,Prostataatrophie
13020,N42.2,Prostataatrophie
13021,N42.3,Prostatadysplasie
13022,N42.3,Prostatadysplasie
13023,N42.8,Sonstige näher bezeichnete Krankheiten der Prostata
13024,N42.8,Sonstige näher bezeichnete Krankheiten der Prostata
13025,N42.9,"Krankheit der Prostata, nicht näher bezeichnet"
13026,N42.9,"Krankheit der Prostata, nicht näher bezeichnet"
13027,N43.-,Hydrozele und Spermatozele
13028,N43.-,Hydrozele und Spermatozele
13029,N43.0,Funikulozele
13030,N43.0,Funikulozele
13031,N43.1,Infizierte Hydrozele
13032,N43.1,Infizierte Hydrozele
13033,N43.2,Sonstige Hydrozele
13034,N43.2,Sonstige Hydrozele
13035,N43.3,"Hydrozele, nicht näher bezeichnet"
13036,N43.3,"Hydrozele, nicht näher bezeichnet"
13037,N43.4,Spermatozele
13038,N43.4,Spermatozele
13039,N44.-,Hodentorsion und Hydatidentorsion
13040,N44.-,Hodentorsion und Hydatidentorsion
13041,N44.0,Hodentorsion
13042,N44.0,Hodentorsion
13043,N44.1,Hydatidentorsion
13044,N44.1,Hydatidentorsion
13045,N45.-,Orchitis und Epididymitis
13046,N45.-,Orchitis und Epididymitis
13047,N45.0,"Orchitis, Epididymitis und Epididymoorchitis mit Abszess"
13048,N45.0,"Orchitis, Epididymitis und Epididymoorchitis mit Abszess"
13049,N45.9,"Orchitis, Epididymitis und Epididymoorchitis ohne Abszess"
13050,N45.9,"Orchitis, Epididymitis und Epididymoorchitis ohne Abszess"
13051,N46,Sterilität beim Mann
13052,N46,Sterilität beim Mann
13053,N47,"Vorhauthypertrophie, Phimose und Paraphimose"
13054,N47,"Vorhauthypertrophie, Phimose und Paraphimose"
13055,N48.-,Sonstige Krankheiten des Penis
13056,N48.-,Sonstige Krankheiten des Penis
13057,N48.0,Leukoplakie des Penis
13058,N48.0,Leukoplakie des Penis
13059,N48.1,Balanoposthitis
13060,N48.1,Balanoposthitis
13061,N48.2,Sonstige entzä¼ndliche Krankheiten des Penis
13062,N48.2,Sonstige entzä¼ndliche Krankheiten des Penis
13063,N48.3-,Priapismus
13064,N48.3-,Priapismus
13065,N48.30,Priapismus vom Low-Flow-Typ
13066,N48.31,Priapismus vom High-Flow-Typ
13067,N48.38,Sonstiger Priapismus
13068,N48.39,"Priapismus, nicht näher bezeichnet"
13069,N48.4,Impotenz organischen Ursprungs
13070,N48.4,Impotenz organischen Ursprungs
13071,N48.5,Ulkus des Penis
13072,N48.5,Ulkus des Penis
13073,N48.6,Induratio penis plastica
13074,N48.6,Induratio penis plastica
13075,N48.8,Sonstige näher bezeichnete Krankheiten des Penis
13076,N48.8,Sonstige näher bezeichnete Krankheiten des Penis
13077,N48.9,"Krankheit des Penis, nicht näher bezeichnet"
13078,N48.9,"Krankheit des Penis, nicht näher bezeichnet"
13079,N49.-,"Entzä¼ndliche Krankheiten der männlichen Genitalorgane, anderenorts nicht klassifiziert"
13080,N49.-,"Entzä¼ndliche Krankheiten der männlichen Genitalorgane, anderenorts nicht klassifiziert"
13081,N49.0,Entzä¼ndliche Krankheiten der Vesicula seminalis
13082,N49.0,Entzä¼ndliche Krankheiten der Vesicula seminalis
13083,N49.1,"Entzä¼ndliche Krankheiten des Funiculus spermaticus, der Tunica vaginalis testis und des Ductus deferens"
13084,N49.1,"Entzä¼ndliche Krankheiten des Funiculus spermaticus, der Tunica vaginalis testis und des Ductus deferens"
13085,N49.2,Entzä¼ndliche Krankheiten des Skrotums
13086,N49.2,Entzä¼ndliche Krankheiten des Skrotums
13087,N49.8-,Entzä¼ndliche Krankheiten sonstiger näher bezeichneter männlicher Genitalorgane
13088,N49.8-,Entzä¼ndliche Krankheiten sonstiger näher bezeichneter männlicher Genitalorgane
13089,N49.80,Fournier-Gangrän beim Mann
13090,N49.88,Entzä¼ndliche Krankheiten sonstiger näher bezeichneter männlicher Genitalorgane
13091,N49.9,Entzä¼ndliche Krankheit eines nicht näher bezeichneten männlichen Genitalorgans
13092,N49.9,Entzä¼ndliche Krankheit eines nicht näher bezeichneten männlichen Genitalorgans
13093,N50.-,Sonstige Krankheiten der männlichen Genitalorgane
13094,N50.-,Sonstige Krankheiten der männlichen Genitalorgane
13095,N50.0,Hodenatrophie
13096,N50.0,Hodenatrophie
13097,N50.1,Gefääkrankheiten der männlichen Genitalorgane
13098,N50.1,Gefääkrankheiten der männlichen Genitalorgane
13099,N50.8,Sonstige näher bezeichnete Krankheiten der männlichen Genitalorgane
13100,N50.8,Sonstige näher bezeichnete Krankheiten der männlichen Genitalorgane
13101,N50.9,"Krankheit der männlichen Genitalorgane, nicht näher bezeichnet"
13102,N50.9,"Krankheit der männlichen Genitalorgane, nicht näher bezeichnet"
13103,N51.-*,Krankheiten der männlichen Genitalorgane bei anderenorts klassifizierten Krankheiten
13104,N51.-*,Krankheiten der männlichen Genitalorgane bei anderenorts klassifizierten Krankheiten
13105,N51.0*,Krankheiten der Prostata bei anderenorts klassifizierten Krankheiten
13106,N51.0*,Krankheiten der Prostata bei anderenorts klassifizierten Krankheiten
13107,N51.1*,Krankheiten des Hodens und des Nebenhodens bei anderenorts klassifizierten Krankheiten
13108,N51.1*,Krankheiten des Hodens und des Nebenhodens bei anderenorts klassifizierten Krankheiten
13109,N51.2*,Balanitis bei anderenorts klassifizierten Krankheiten
13110,N51.2*,Balanitis bei anderenorts klassifizierten Krankheiten
13111,N51.8*,Sonstige Krankheiten der männlichen Genitalorgane bei anderenorts klassifizierten Krankheiten
13112,N51.8*,Sonstige Krankheiten der männlichen Genitalorgane bei anderenorts klassifizierten Krankheiten
13113,N60.-,Gutartige Mammadysplasie [Brustdrä¼sendysplasie]
13114,N60.-,Gutartige Mammadysplasie [Brustdrä¼sendysplasie]
13115,N60.0,Solitärzyste der Mamma
13116,N60.0,Solitärzyste der Mamma
13117,N60.1,Diffuse zystische Mastopathie
13118,N60.1,Diffuse zystische Mastopathie
13119,N60.2,Fibroadenose der Mamma
13120,N60.2,Fibroadenose der Mamma
13121,N60.3,Fibrosklerose der Mamma
13122,N60.3,Fibrosklerose der Mamma
13123,N60.4,Ektasie der Ductus lactiferi
13124,N60.4,Ektasie der Ductus lactiferi
13125,N60.8,Sonstige gutartige Mammadysplasien
13126,N60.8,Sonstige gutartige Mammadysplasien
13127,N60.9,"Gutartige Mammadysplasie, nicht näher bezeichnet"
13128,N60.9,"Gutartige Mammadysplasie, nicht näher bezeichnet"
13129,N61,Entzä¼ndliche Krankheiten der Mamma [Brustdrä¼se]
13130,N61,Entzä¼ndliche Krankheiten der Mamma [Brustdrä¼se]
13131,N62,Hypertrophie der Mamma [Brustdrä¼se]
13132,N62,Hypertrophie der Mamma [Brustdrä¼se]
13133,N63,Nicht näher bezeichnete Knoten in der Mamma [Brustdrä¼se]
13134,N63,Nicht näher bezeichnete Knoten in der Mamma [Brustdrä¼se]
13135,N64.-,Sonstige Krankheiten der Mamma [Brustdrä¼se]
13136,N64.-,Sonstige Krankheiten der Mamma [Brustdrä¼se]
13137,N64.0,Fissur und Fistel der Brustwarze
13138,N64.0,Fissur und Fistel der Brustwarze
13139,N64.1,Fettgewebsnekrose der Mamma
13140,N64.1,Fettgewebsnekrose der Mamma
13141,N64.2,Atrophie der Mamma
13142,N64.2,Atrophie der Mamma
13143,N64.3,"Galaktorrhoe, nicht im Zusammenhang mit der Geburt"
13144,N64.3,"Galaktorrhoe, nicht im Zusammenhang mit der Geburt"
13145,N64.4,Mastodynie
13146,N64.4,Mastodynie
13147,N64.5,Sonstige Symptome der Mamma
13148,N64.5,Sonstige Symptome der Mamma
13149,N64.8,Sonstige näher bezeichnete Krankheiten der Mamma
13150,N64.8,Sonstige näher bezeichnete Krankheiten der Mamma
13151,N64.9,"Krankheit der Mamma, nicht näher bezeichnet"
13152,N64.9,"Krankheit der Mamma, nicht näher bezeichnet"
13153,N70.-,Salpingitis und Oophoritis
13154,N70.-,Salpingitis und Oophoritis
13155,N70.0,Akute Salpingitis und Oophoritis
13156,N70.0,Akute Salpingitis und Oophoritis
13157,N70.1,Chronische Salpingitis und Oophoritis
13158,N70.1,Chronische Salpingitis und Oophoritis
13159,N70.9,"Salpingitis und Oophoritis, nicht näher bezeichnet"
13160,N70.9,"Salpingitis und Oophoritis, nicht näher bezeichnet"
13161,N71.-,"Entzä¼ndliche Krankheit des Uterus, ausgenommen der Zervix"
13162,N71.-,"Entzä¼ndliche Krankheit des Uterus, ausgenommen der Zervix"
13163,N71.0,"Akute entzä¼ndliche Krankheit des Uterus, ausgenommen der Zervix"
13164,N71.0,"Akute entzä¼ndliche Krankheit des Uterus, ausgenommen der Zervix"
13165,N71.1,"Chronische entzä¼ndliche Krankheit des Uterus, ausgenommen der Zervix"
13166,N71.1,"Chronische entzä¼ndliche Krankheit des Uterus, ausgenommen der Zervix"
13167,N71.9,"Entzä¼ndliche Krankheit des Uterus, ausgenommen der Zervix, nicht näher bezeichnet"
13168,N71.9,"Entzä¼ndliche Krankheit des Uterus, ausgenommen der Zervix, nicht näher bezeichnet"
13169,N72,Entzä¼ndliche Krankheit der Cervix uteri
13170,N72,Entzä¼ndliche Krankheit der Cervix uteri
13171,N73.-,Sonstige entzä¼ndliche Krankheiten im weiblichen Becken
13172,N73.-,Sonstige entzä¼ndliche Krankheiten im weiblichen Becken
13173,N73.0,Akute Parametritis und Entzä¼ndung des Beckenbindegewebes
13174,N73.0,Akute Parametritis und Entzä¼ndung des Beckenbindegewebes
13175,N73.1,Chronische Parametritis und Entzä¼ndung des Beckenbindegewebes
13176,N73.1,Chronische Parametritis und Entzä¼ndung des Beckenbindegewebes
13177,N73.2,Nicht näher bezeichnete Parametritis und Entzä¼ndung des Beckenbindegewebes
13178,N73.2,Nicht näher bezeichnete Parametritis und Entzä¼ndung des Beckenbindegewebes
13179,N73.3,Akute Pelveoperitonitis bei der Frau
13180,N73.3,Akute Pelveoperitonitis bei der Frau
13181,N73.4,Chronische Pelveoperitonitis bei der Frau
13182,N73.4,Chronische Pelveoperitonitis bei der Frau
13183,N73.5,"Pelveoperitonitis bei der Frau, nicht näher bezeichnet"
13184,N73.5,"Pelveoperitonitis bei der Frau, nicht näher bezeichnet"
13185,N73.6,Peritoneale Adhäsionen im weiblichen Becken
13186,N73.6,Peritoneale Adhäsionen im weiblichen Becken
13187,N73.8,Sonstige näher bezeichnete entzä¼ndliche Krankheiten im weiblichen Becken
13188,N73.8,Sonstige näher bezeichnete entzä¼ndliche Krankheiten im weiblichen Becken
13189,N73.9,"Entzä¼ndliche Krankheit im weiblichen Becken, nicht näher bezeichnet"
13190,N73.9,"Entzä¼ndliche Krankheit im weiblichen Becken, nicht näher bezeichnet"
13191,N74.-*,Entzä¼ndung im weiblichen Becken bei anderenorts klassifizierten Krankheiten
13192,N74.-*,Entzä¼ndung im weiblichen Becken bei anderenorts klassifizierten Krankheiten
13193,N74.0*,Tuberkulä¶se Infektion der Cervix uteri  (A18.1†)
13194,N74.0*,Tuberkulä¶se Infektion der Cervix uteri  (A18.1†)
13195,N74.1*,Tuberkulä¶se Entzä¼ndung im weiblichen Becken  (A18.1†)
13196,N74.1*,Tuberkulä¶se Entzä¼ndung im weiblichen Becken  (A18.1†)
13197,N74.2*,"Syphilitische Entzä¼ndung im weiblichen Becken  (A51.4†, A52.7†)"
13198,N74.2*,"Syphilitische Entzä¼ndung im weiblichen Becken  (A51.4†, A52.7†)"
13199,N74.3*,Entzä¼ndung im weiblichen Becken durch Gonokokken  (A54.2†)
13200,N74.3*,Entzä¼ndung im weiblichen Becken durch Gonokokken  (A54.2†)
13201,N74.4*,Entzä¼ndung im weiblichen Becken durch Chlamydien  (A56.1†)
13202,N74.4*,Entzä¼ndung im weiblichen Becken durch Chlamydien  (A56.1†)
13203,N74.8*,Entzä¼ndung im weiblichen Becken bei sonstigen anderenorts klassifizierten Krankheiten
13204,N74.8*,Entzä¼ndung im weiblichen Becken bei sonstigen anderenorts klassifizierten Krankheiten
13205,N75.-,Krankheiten der Bartholin-Drä¼sen
13206,N75.-,Krankheiten der Bartholin-Drä¼sen
13207,N75.0,Bartholin-Zyste
13208,N75.0,Bartholin-Zyste
13209,N75.1,Bartholin-Abszess
13210,N75.1,Bartholin-Abszess
13211,N75.8,Sonstige Krankheiten der Bartholin-Drä¼sen
13212,N75.8,Sonstige Krankheiten der Bartholin-Drä¼sen
13213,N75.9,"Krankheit der Bartholin-Drä¼sen, nicht näher bezeichnet"
13214,N75.9,"Krankheit der Bartholin-Drä¼sen, nicht näher bezeichnet"
13215,N76.-,Sonstige entzä¼ndliche Krankheit der Vagina und Vulva
13216,N76.-,Sonstige entzä¼ndliche Krankheit der Vagina und Vulva
13217,N76.0,Akute Kolpitis
13218,N76.0,Akute Kolpitis
13219,N76.1,Subakute und chronische Kolpitis
13220,N76.1,Subakute und chronische Kolpitis
13221,N76.2,Akute Vulvitis
13222,N76.2,Akute Vulvitis
13223,N76.3,Subakute und chronische Vulvitis
13224,N76.3,Subakute und chronische Vulvitis
13225,N76.4,Abszess der Vulva
13226,N76.4,Abszess der Vulva
13227,N76.5,Ulzeration der Vagina
13228,N76.5,Ulzeration der Vagina
